city,country,Historical,espace_vert,plage,population(hab),musées,Nombre de Musées,romantique,populationType_Grande,populationType_Moyenne,populationType_Petite,musee
Ripollet,Spain,0,1,0,39269,[],0,0,0,1,0,0
Sama,Spain,0,1,0,134985,[],0,0,1,0,0,0
Olot,Spain,0,1,0,37975,["centre d'Olot et se termine à la rue du Tura où l'on danse le Bal de l'Heure"],1,0,0,1,0,1
San Adrián de Besós,Spain,0,0,0,37925,[],0,0,0,1,0,0
Santa Pola,Spain,0,1,1,37816,[],0,0,0,1,0,0
Oleiros,Spain,0,1,1,134985,[],0,0,1,0,0,0
Tudela,Spain,0,1,1,134985,"['Musées et établissements culturels', ""Musée d'art moderne Muñoz Sola"", 'Centre culturel Miguel Sánchez Montés', 'Musée Muñoz Sola', 'Centre cultural Castel Ruiz', 'musée Decanal', 'Musée diocésain']",7,0,1,0,0,1
Don Benito,Spain,0,1,0,37485,[],0,0,0,1,0,0
Bouznika,Morocco,0,1,1,45175,[],0,0,0,1,0,0
Silves,Portugal,0,1,1,37126,"[""musée municipal d'archéologie expose des traces d'occupation remontant à la Préhistoire"", 'centre-ville', 'musée du liège']",3,0,0,1,0,1
Moncada,Spain,0,1,0,22067,[],0,0,0,1,0,0
Águilas,Spain,0,1,1,36862,[],0,0,0,1,0,0
Torres Novas,Portugal,0,1,0,36717,[],0,0,0,1,0,0
Cambrils,Spain,0,1,0,36496,"[""musée d'histoire de Cambrils"", ""musée d'Histoire de Cambrils"", ""musée d'histoire"", 'centre-ville', ""centre une île dotée d'un splendide observatoire"", 'centre de transmission de signaux télégraphiques et visuelles', 'centre urbain de Cambrils', 'Centre Culturel et Professionnel', 'musée agricole']",9,0,0,1,0,1
Tomelloso,Spain,0,1,0,36304,["Musée d' art contemporain Infante-Elena"],1,0,0,1,0,1
Teruel,Spain,0,1,0,36267,[],0,0,0,1,0,0
Beja,Portugal,0,1,1,62303,["Centre régional de l'Institut national d'informatique et de bureautique de Béja"],1,0,0,1,0,1
Andújar,Spain,0,1,1,35788,[],0,0,0,1,0,0
Burriana,Spain,0,0,0,35750,"['centre de documentation complet',  'Muséeo Archivo de la Naranja', ""Musée de l'Orange"", 'Musée unique en son genre en Europe']",4,0,0,1,0,1
Câmara de Lobos,Portugal,0,1,0,35666,[],0,0,0,1,0,0
Angra do Heroísmo,Portugal,1,1,1,134985,[],0,0,1,0,0,0
Bragança,Portugal,0,1,1,134985,[],0,0,1,0,0,0
San Javier,Spain,0,1,1,134985,[],0,0,1,0,0,0
Azuqueca de Henares,Spain,0,1,0,35498,[],0,0,0,1,0,0
Yecla,Spain,0,1,0,35521,['Museo Arqueológico Municipal '],1,0,0,1,0,1
Galapagar,Spain,0,1,0,35273,[],0,0,0,1,0,0
Villajoyosa,Spain,0,0,1,36093,['Musée archéologique et ethnologique Musée du chocolat Promenade au bord de la mer'],1,0,0,1,0,1
Tortosa,Spain,0,1,0,34639,"[""Centre d'Interprétation de la Semaine sainte"", 'Musée de Tortose', 'musée de sculptures à l']",3,0,0,1,0,1
Mazarrón,Spain,0,1,1,34462,['Musée archéologique'],1,0,0,1,0,1
Esposende,Portugal,0,1,1,31786,[],0,0,0,1,0,0
San Roque,Spain,0,1,1,134985,"['Museo Municipal de San Roque (Carteia)','Centro de Arte Contemporáneo de San Roque']",2,0,1,0,0,1
Aranda de Duero,Spain,0,1,1,33626,"['Museo de Arte Sacro (Aranda de Duero)','Ceramics Museum']",2,0,0,1,0,1
Castro-Urdiales,Spain,0,1,1,33225,[],0,0,0,1,0,0
Níjar,Spain,0,1,1,32858,"['Museo L' Atelier Níjar','Museo ?La Casa de los Artesanos?']",2,0,0,1,0,1
Ingenio,Spain,0,1,1,32354,[],0,0,0,1,0,0
Ribeira Grande,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Sitges,Spain,0,1,1,31954,"['musée romantique Can Llopis et la Fondation Stämpfli', ""musée Cau Ferrat est installée dans l'ancienne maison-atelier de l'artiste Santiago Rusiñol"", ""musée d'art"", 'Musées et institutions culturelles', 'musée Maricel']",5,0,0,1,0,1
Carballo,Spain,0,1,1,31416,[],0,0,0,1,0,0
Ílhavo,Portugal,0,1,1,38598,[],0,0,0,1,0,0
Navalcarnero,Spain,0,1,0,31974,[],0,0,0,1,0,0
Asilah,Morocco,0,0,1,31147,[],0,1,0,1,0,0
Lagos,Portugal,0,1,1,16536000,"[""centre d'industrie cinématographique prospère souvent surnommée Nollywood"", 'centre de distribution']",2,0,1,0,0,1
Espinho,Portugal,0,1,1,31786,['Museu Municipal De Espinho'],1,0,0,1,0,1
Arcos de la Frontera,Spain,0,1,0,30953,[],0,0,0,1,0,0
Durango,Spain,0,1,0,134985,[],0,0,1,0,0,0
Santiago do Cacém,Portugal,0,1,1,29749,['Museu Municipal de Santiago do Cacém'],1,0,0,1,0,1
Rota,Spain,0,1,1,134985,['Museo Hispanoamericano Base Forum'],1,0,1,0,0,1
Funchal,Portugal,0,1,1,111892,[],0,0,1,0,0,0
Arfoud,Morocco,0,0,0,23637,[],0,0,0,1,0,0
Carmona,Spain,0,1,0,134985,[],0,0,1,0,0,0
Redondela,Spain,0,1,1,134985,[],0,0,1,0,0,0
Benavente,Portugal,0,1,1,17261,"['Palacio de Pimentel','Casa del So']",2,0,0,1,0,1
Arrentela,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Lepe,Spain,0,1,1,28813,[],0,0,0,1,0,0
Taza,Morocco,0,0,0,152678,[],0,0,1,0,0,0
Candelaria,Spain,0,1,1,134985,[],0,0,1,0,0,0
Benicarló,Spain,0,1,1,134985,"['MucBe Benicarló','Casa Tradicional Benicarlanda']",2,0,1,0,0,1
Mehdya,Morocco,0,0,1,16262,[],0,0,0,1,0,0
Villaviciosa de Odón,Spain,0,1,0,28750,[],0,0,0,1,0,0
San Vicente dels Horts,Spain,0,0,0,807693,"['Musée des Sciences Principe Felipe', 'centre sportif',  ""Musée des Beaux-Arts de Valencia Musée de la céramique Musée d'Histoire de Valencia Musée de la Soie Musée des Soldats de Plomb Maison Musée du peintre José Benlliure et de son fils Mariano Benlliure Bibliothèque valencienne Bibliothèque publique de Valence Arts de la scène"", 'centres sportifs de chaque quartier', 'musée de la tauromachie', 'Centre municipal de Pelota Valenciana de Masarrochos', ""centres sportifs d'Orriols"", 'ateliers de charpenterie']",8,0,1,0,0,1
San Pedro del Pinatar,Spain,0,1,1,134985,['Museo del Mar'],1,0,1,0,0,1
Estarreja,Portugal,0,1,0,26997,"['Museu Fábrica da História - Arroz','Casa-Museu Egas Moniz']",2,0,0,1,0,1
San Andrés de la Barca,Spain,0,0,0,134985,[],0,0,1,0,0,0
Alhaurín el Grande,Spain,0,1,0,26879,['Museo de la Agricultura y Aula de la Tierra'],1,0,0,1,0,1
Cangas,Spain,0,1,1,134985,[],0,0,1,0,0,0
Peniche,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Estoril,Portugal,0,1,1,23769,[],0,0,0,1,0,0
Montemor-o-Velho,Portugal,0,1,1,25082,['Castle of Montemor-o-Velho'],1,0,0,1,0,1
Tavira,Portugal,0,1,1,27524,[],0,0,0,1,0,0
Odemira,Portugal,0,1,1,25738,[],0,0,0,1,0,0
Novelda,Spain,0,1,0,25771,"['Centre culturel Gómez-Tortosa hébergé dans un bâtiment de 1902', 'Musée archéologique municipal installé dans la Casa de la Cultura', 'musée du Modernisme abrité dans une maison de style Art nouveau construite par Pedro Cerdán']",3,0,0,1,0,1
Villanueva de la Serena,Spain,0,1,0,25751,['Centro Museístico Charo Acero'],1,0,0,1,0,1
Lourinhã,Portugal,0,1,1,25735,[],0,0,0,1,0,0
Oliva,Spain,0,1,1,134985,[],0,0,1,0,0,0
Bouknadel,Morocco,0,0,0,25255,['Musée Belghazi'],1,0,0,1,0,1
Albergaria-a-Velha,Portugal,0,1,0,24840,[],0,0,0,1,0,0
Almonte,Spain,0,1,1,134985,[],0,0,1,0,0,0
Adra,Spain,0,1,1,134985,[],0,0,1,0,0,0
Coín,Spain,0,1,1,21866,[],0,0,0,1,0,0
Portalegre,Portugal,0,1,0,24930,"['Portalegre's Municipal Museum','Museo de Tapicería de Portalegre','Museu José Régio','Museu Municipal do Crato']",4,0,0,1,0,1
Cambre,Spain,0,1,1,134985,[],0,0,1,0,0,0
Olesa de Montserrat,Spain,0,1,0,24446,"['Musée de Montserrat','Museo de la Colonia Sedó de Esparreguera']",2,0,0,1,0,1
Erandio,Spain,0,1,1,24446,"['Musée Guggenheim Bilbao','Cathédrale Santa María de Vitoria-Gasteiz','Vieille Ville de Vitoria-Gasteiz','Vieille Ville de San Sebastián']",4,0,0,1,0,1
Porto de Mós,Portugal,1,1,0,24342,"['Museu Municipal de Porto de Mós','Centro de Interpretación de la Batalla de Aljubarrota','Central das Artes','Grutas de Santo António']",4,0,0,1,0,1
Los Barrios,Spain,0,1,0,24219,['Casa de la Cultura'],1,0,0,1,0,1
Marín,Spain,0,1,1,134985,"['Colección Marín Museo Marin','Museo Municipal Manuel Torres']",2,0,1,0,0,1
Mairena del Alcor,Spain,0,1,0,24125,["centre maintient intact l' urbanisme andalou fait de petites places et ruelles"],1,0,0,1,0,1
Pontinha,Portugal,0,1,1,1,[],0,0,0,0,1,0
Icod de los Vinos,Spain,0,1,1,23971,"['Museo Guanche','ARTlandya']",2,0,0,1,0,1
Ibza,Spain,0,1,1,134985,"['Musée d'Art Contemporain d'Ibiza','Museo Puget']",2,0,1,0,0,1
Mejorada del Campo,Spain,0,1,0,24274,['Catedral de Justo Gallego'],1,0,0,1,0,1
Mirandela,Portugal,0,1,1,23850,[],1,0,0,1,0,1
Altea,Spain,0,1,1,23820,['Museu de la Festa Moros i Cristians'],1,0,0,1,0,1
Conil de la Frontera,Spain,0,1,1,23661,[],0,0,0,1,0,0
Pilar de la Horadada,Spain,0,1,1,23428,[],0,0,0,1,0,0
Teguise,Spain,0,1,1,23881,"['musée de la piraterie', 'centre de Teguise']",2,0,0,1,0,1
Caniço,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Zarautz,Spain,0,1,1,23101,['galeries ],1,0,0,1,0,1
Moguer,Spain,0,1,0,12537,"['centre de Palos à La Rabida', 'Musée Vicente Pinzon', 'musée géré par le conseil provincial de Huelva']",3,0,0,1,0,1
El Palmar,Spain,0,1,1,134985,[],0,0,1,0,0,0
Arbia Tighadwiyn,Morocco,0,0,1,134985,"['Ermita de San Pedro - Aripe','Parroquia Ntra. Sra. de la Luz - Guía de Isora']",2,0,1,0,0,1
Guía de Isora,Spain,0,1,0,22301,[],0,0,0,1,0,0
Montilla,Spain,0,1,0,134985,"['Museo Garnelo','Museo Histórico de Montilla','Casa del Inca Garcilaso de la Vega']",3,0,1,0,0,1
Maracena,Spain,0,1,0,22275,[],0,0,0,1,0,0
Lordelo do Ouro,Portugal,0,1,1,22270,[],0,0,0,1,0,0
Salvaterra de Magos,Portugal,0,1,1,22159,[],0,0,0,1,0,0
Priego de Córdoba,Spain,0,1,0,22003,['Museo Histórico Municipal'],1,0,0,1,0,1
Nerja,Spain,0,1,1,21913,['Museum of the village of Nerja'],1,0,0,1,0,1
Machico,Portugal,0,1,1,21747,['Whaling Museum of Madeira'],1,0,0,1,0,1
Azambuja,Portugal,0,1,0,21814,[],0,0,0,1,0,0
Amposta,Spain,0,1,1,22270,"['Museu de les Terres de l'Ebre','Centro de Arte Tierras del Ebro - Lo Pati','Pont Penjant Amposta']",3,0,0,1,0,1
São João da Madeira,Portugal,0,1,0,21713,['Sao Joao da Madeira Turismo Industrial'],1,0,0,1,0,1
Ayamonte,Spain,0,1,1,21645,"['Edificio Jovellanos - Museo Cofrade','Casa Museo Hermandad Soledad Ayamonte']",2,0,0,1,0,1
Tamgrout,Morocco,0,0,0,134985,"[""Musée d'Art Contemporain"", ""Centre Européen d'Art Contemporain""]",2,0,1,0,0,1
Aspe,Spain,0,1,0,134985,[],0,0,1,0,0,0
Alcudia,Spain,0,0,1,134985,"['Museo Sa Bassa Blanca','Museu Monogràfic de Pollèntia']",2,0,1,0,0,1
Pájara,Spain,0,1,1,21271,[],0,0,0,1,0,0
Rio Maior,Portugal,0,1,0,21621,['Parc naturel des Serras de Aire'],1,0,0,1,0,1
Manlleu,Spain,0,1,0,21172,['El Ter Industrial Museum  Can Sanglas'],1,0,0,1,0,1
Cartaya,Spain,0,1,1,21128,[],0,0,0,1,0,0
Palafrugell,Spain,0,1,1,23848,[],0,0,0,1,0,0
Praia da Vitória,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Torrox,Spain,0,1,1,20932,[],0,0,0,1,0,0
Oliveira do Hospital,Portugal,0,1,0,21901,['Museu do Azeite'],1,0,0,1,0,1
Los Llanos de Aridane,Spain,0,1,1,20189,['Museo de Arte Sacro'],1,0,0,1,0,1
Cinfães,Portugal,0,1,1,20427,"['Museu Serpa Pinto','Museu Etnográfico Quinta da Granja']",2,0,0,1,0,1
Entroncamento,Portugal,0,1,0,20206,"['National Railway Museum','Château d'Almourol']",2,0,0,1,0,1
Rosas,Spain,0,1,1,134985,[],0,0,1,0,0,0
Archena,Spain,0,1,0,20110,[],0,0,0,1,0,0
Celorico de Basto,Portugal,0,1,0,20098,[],0,0,0,1,0,0
Medina del Campo,Spain,0,1,0,20090,['musée des Foires a été créé pour présenter les objets liés à ce marché ouvert'],1,0,0,1,0,1
Cabra,Spain,0,1,0,20070,[],0,0,0,1,0,0
Coruche,Portugal,0,1,1,19944,[],0,0,0,1,0,0
San Martín de la Vega,Spain,0,1,0,20304,[],0,0,0,1,0,0
Piedade,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Tolosa,Spain,0,1,0,134985,[],0,0,1,0,0,0
Calella,Spain,0,1,0,19862,"['galerie consacrée à Lluis Gallart i Garcia', 'musée des Archives']",2,0,0,1,0,1
Silla,Spain,0,1,0,134985,[],0,0,1,0,0,0
Calatayud,Spain,0,1,0,19677,["Musée d'art sacré"],1,0,0,1,0,1
Chipiona,Spain,0,1,1,19649,[],0,0,0,1,0,0
El Arahal,Spain,0,0,0,19491,[],0,0,0,1,0,0
Callosa de Segura,Spain,0,1,0,19484,[],0,0,0,1,0,0
Albolote,Spain,0,1,0,19474,[],0,0,0,1,0,0
Moaña,Spain,0,1,1,134985,[],0,0,1,0,0,0
Marchena,Spain,0,1,0,19271,[],0,0,0,1,0,0
Soure,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Monção,Portugal,0,1,1,19842,['Centre Historique de Monção Les thermes La tour de Lapela Le Palais de Brejoeira Le pont de Barbeita Fêtes'],1,0,0,1,0,1
Malgrat de Mar,Spain,0,1,1,19213,"['Sagrada Família','Casa Batlló','Parc Güell']",3,0,0,1,0,1
Vila Real de Santo António,Portugal,0,1,1,19156,[],0,0,0,1,0,0
Boiro,Spain,0,1,1,134985,['Centro de Interpretación do Castro de Neixón'],1,0,1,0,0,1
Vera,Spain,0,1,1,134985,[],0,0,1,0,0,0
Tarifa,Spain,0,1,1,18621,[],0,0,0,1,0,0
Los Alcázares,Spain,0,1,1,18598,[],0,0,0,1,0,0
Felanitx,Spain,0,1,1,18592,"['Musée Cosme Bauçà inauguré le 28 août 1963 sur le fonds que Cosme Bauçà a légué à la ville', 'musée organise de nombreuses manifestations culturelles']",2,0,0,1,0,1
San Lorenzo de El Escorial,Spain,0,1,0,18489,"['Museo Coliseo','Museo Cocheras del Rey']",2,0,0,1,0,1
Mangualde,Portugal,0,1,1,19880,[],0,0,0,1,0,0
Monforte de Lemos,Spain,0,1,0,18234,"['Musée ferroviaire de Galice','Museo Lodeiro','Convento de las Clarisas de Monforte']",3,0,0,1,0,1
Santa Iria da Azóia,Portugal,0,0,0,17571,"['Galerie Municipal du Château de Pirescoxe Église de Santa Iria de Azóia Palaces','Pirescoxe Castle','Igreja Matriz de Santa Iria de Azóia']",3,0,0,1,0,1
El Astillero,Spain,0,1,1,18220,[],0,0,0,1,0,0
Palamós,Spain,0,1,1,18293,[],0,0,0,1,0,0
Nigrán,Spain,0,1,1,134985,[],0,0,1,0,0,0
Tordera,Spain,0,1,0,18409,[],0,0,0,1,0,0
Manilva,Spain,0,1,1,17857,[],0,0,0,1,0,0
Parede,Portugal,0,1,1,1370,[],0,0,0,0,1,0
Manzanares,Spain,0,1,0,134985,[],0,0,1,0,0,0
Torredembarra,Spain,0,1,1,17670,[],0,0,0,1,0,0
Monzón,Spain,0,1,0,134985,[],0,0,1,0,0,0
Balaguer,Spain,0,1,0,17649,[],0,0,0,1,0,0
Daimiel,Spain,0,1,0,17629,[],0,0,0,1,0,0
Lousã,Portugal,0,1,0,17604,[],0,0,0,1,0,0
Alcochete,Portugal,0,1,1,19143,[],0,0,0,1,0,0
Sahel,Morocco,0,1,0,134985,"['Centre de Crise du Ministère des Affaires Étrangères Français', 'centre de situation au MAEE']",2,0,1,0,0,1
Villanueva del Pardillo,Spain,0,1,0,17731,"[ 'centre paroissial', 'centre culturel et la bibliothèque depuis 1991', 'centre rectoral et la catéchèse autour d', 'musée du Maître']",4,0,0,1,0,1
Guardamar del Segura,Spain,0,1,1,17328,[],0,0,0,1,0,0
Benavente,Spain,0,1,1,17261,[],0,0,0,1,0,0
Bermeo,Spain,0,1,1,16755,["ateliers pour les plus petits et s'ouvre un chapiteau dans lequel on peut déguster les différentes espèces de poissons"],1,0,0,1,0,1
Sada,Spain,0,1,1,134985,[],0,0,1,0,0,0
São Pedro do Sul,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Cabeceiras de Basto,Portugal,0,1,1,16710,[],0,0,0,1,0,0
Arenys de Mar,Spain,0,1,1,16342,[],0,0,0,1,0,0
Alcañiz,Spain,0,1,1,16006,"['Museo de la Magia','C.I.B.A (Centro de los Íberos del Bajo Aragón)']",2,0,0,1,0,1
Quarteira,Portugal,0,1,1,16131,[],0,0,0,1,0,0
Punta Umbría,Spain,0,1,1,16069,[],0,0,0,1,0,0
Tuineje,Spain,0,1,1,15967,[],0,0,0,1,0,0
Sertã,Portugal,0,1,1,15880,[],0,0,0,1,0,0
Baeza,Spain,0,1,0,15723,"['centre-ville depuis la tour de la cathédrale', 'centre historique de Baeza constitue']",2,0,0,1,0,1
Santa Cruz de la Palma,Spain,0,1,1,15441,"['Museo Insular de La Palma','Museo Naval - Barco de la Virgen']",2,0,0,1,0,1
Fraga,Spain,0,1,0,15373,[],0,0,0,1,0,0
Castro Daire,Portugal,0,1,1,15339,[],0,0,0,1,0,0
Santa Úrsula,Spain,0,1,1,15285,[],0,0,0,1,0,0
Cunit,Spain,0,1,1,15278,[],0,0,0,1,0,0
Penacova,Portugal,0,1,1,15251,[],0,0,0,1,0,0
Gondomar,Spain,0,1,1,168027,[],0,0,1,0,0,0
Cuevas del Almanzora,Spain,0,1,1,15023,[],0,0,0,1,0,0
Canet de Mar,Spain,0,1,1,15010,[],0,0,0,1,0,0
Grândola,Portugal,0,1,1,134985,[],0,0,1,0,0,0
La Carolina,Spain,0,1,0,14801,[],0,0,0,1,0,0
Anta,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Cuarte de Huerva,Spain,0,1,0,14701,[],0,0,0,1,0,0
Santa Marta de Tormes,Spain,0,1,0,14683,[],0,0,0,1,0,0
Ifrane,Morocco,0,1,0,15553,[],0,1,0,1,0,0
Lagoa,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Valbom,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Horta,Portugal,0,1,1,134985,"['Centre belge de la bande dessinée', ""atelier de l'architecte sont devenus le Musée Horta""]",2,0,1,0,0,1
Sines,Portugal,0,1,1,18298,[],0,0,0,1,0,0
Valença,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Gafanha da Nazaré,Portugal,0,1,1,14021,[],0,0,0,1,0,0
Moralzarzal,Spain,0,1,0,14124,[],0,0,0,1,0,0
Torrijos,Spain,0,1,1,134985,[],0,0,1,0,0,0
Ocaña,Spain,0,1,0,134985,[],0,0,1,0,0,0
Tomiño,Spain,0,1,1,134985,[],0,0,1,0,0,0
Nules,Spain,0,1,1,13827,"[""Musée de l'Histoire"", 'Musée de Medallistica Enrique Giner']",2,0,0,1,0,1
Cambados,Spain,0,1,1,134985,[],0,0,1,0,0,0
Verín,Spain,0,1,1,134985,[],0,0,1,0,0,0
Sóller,Spain,0,1,1,13610,"['musée Can Prunera de Soller expose des ?uvres modernes', 'musée des sciences naturelles est situé dans le Jardin botanique de Sóller', 'Musées']",3,0,0,1,0,1
Llanes,Spain,0,1,1,13524,[],0,0,0,1,0,0
Antigua,Spain,0,1,1,134985,"[""Musée d'Antigua-et-Barbuda à Saint John's"", ""Musée des chantiers navals Betty's Hope"", 'Musées']",3,0,1,0,0,1
Ribeira Brava,Portugal,0,1,1,13375,[],0,0,0,1,0,0
Canals,Spain,0,1,0,134985,[],0,0,1,0,0,0
Santa Margarita,Spain,0,1,0,134985,[],0,0,1,0,0,0
Alovera,Spain,0,1,0,13407,[],0,0,0,1,0,0
Miranda do Corvo,Portugal,0,1,0,13400,[],0,0,0,1,0,0
Albatera,Spain,0,1,0,13092,[],0,0,0,1,0,0
Betanzos,Spain,0,1,1,13082,['centre historique de nombreux édifices bien conservés en témoignent'],1,0,0,1,0,1
Moreira,Portugal,0,1,1,134985,[],0,0,1,0,0,0
São Félix da Marinha,Portugal,0,1,1,11171,[],0,0,0,1,0,0
Salobreña,Spain,0,1,1,12562,[],0,0,0,1,0,0
Fene,Spain,0,1,1,134985,[],0,0,1,0,0,0
Sabugal,Portugal,0,1,1,12544,[],0,0,0,1,0,0
Monóvar,Spain,0,0,0,12542,[],0,0,0,1,0,0
Palos de la Frontera,Spain,0,1,1,12537,"['centre de Palos à La Rabida', 'Musée Vicente Pinzon', 'musée géré par le conseil provincial de Huelva']",3,0,0,1,0,1
Teulada,Spain,0,1,1,134985,[],0,0,1,0,0,0
Santañy,Spain,0,0,0,134985,[],0,0,1,0,0,0
Mira,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Villamartín,Spain,0,1,0,12165,[],0,0,0,1,0,0
Huétor Vega,Spain,0,1,0,12159,[],0,0,0,1,0,0
Arganil,Portugal,0,1,1,12145,[],0,0,0,1,0,0
Socuéllamos,Spain,0,1,0,12123,[],0,0,0,1,0,0
Albox,Spain,0,1,0,12311,[],0,0,0,1,0,0
Tábua,Portugal,0,1,0,12071,[],0,0,0,1,0,0
Ciudad-Rodrigo,Spain,0,0,0,11810,['Musée du pot de chambre'],1,0,0,1,0,1
Bolaños de Calatrava,Spain,0,1,0,11991,['Parque Municipal Cardenal Cisneros'],1,0,0,1,0,1
Benifayó,Spain,0,0,1,11984,['Musée de la préhistoire de Valence'],1,0,0,1,0,1
Santiago del Teide,Spain,0,1,1,11972,['Musée de la pêche ou'],1,0,0,1,0,1
Arrigorriaga,Spain,0,1,0,134985,[],0,0,1,0,0,0
Alijó,Portugal,0,1,1,10486,[],0,0,0,1,0,0
Bueu,Spain,0,1,1,134985,[],0,0,1,0,0,0
La Puebla del Río,Spain,0,1,0,11862,[],0,0,0,1,0,0
Vendas Novas,Portugal,0,1,0,11846,[],0,0,0,1,0,0
Son Servera,Spain,0,1,1,11932,[],0,0,0,1,0,0
Portela,Portugal,0,1,0,134985,[],0,0,1,0,0,0
Olivenza,Spain,0,1,0,11776,[],0,0,0,1,0,0
Oñate,Spain,0,0,1,134985,"['galerie 53', 'galerie ancien drain fossile de la rivière Aldaola', 'galerie mesure quelque 500 m et a une inégalité de 45']",3,0,1,0,0,1
Douar Trougout,Morocco,0,0,1,720618,"['centre pédagogique régional pour la formation des professeurs du premier cycle', 'Centre de formation des professeurs du primaire', 'Centre pédagogique régional pour la formation des professeurs du premier cycle', 'ateliers']",4,0,1,0,0,1
Ahlaf,Morocco,0,0,0,134985,[],0,0,1,0,0,0
Cocentaina,Spain,0,1,0,11451,[],0,0,0,1,0,0
Jódar,Spain,0,1,0,11449,[],0,0,0,1,0,0
Esmoriz,Portugal,0,1,1,11922,[],0,0,0,1,0,0
Pulpí,Spain,0,1,1,11247,[],0,0,0,1,0,0
Feira,Portugal,0,1,0,139312,[],0,0,1,0,0,0
Bargas,Spain,0,1,1,134985,[],0,0,1,0,0,0
Cabanillas del Campo,Spain,0,1,0,11034,[],0,0,0,1,0,0
Berriozar,Spain,0,1,0,134985,[],0,0,1,0,0,0
Meliana,Spain,0,1,1,10918,[],0,0,0,1,0,0
Santoña,Spain,0,1,1,134985,[],0,0,1,0,0,0
La Puebla de Cazalla,Spain,0,1,0,10884,[],0,0,0,1,0,0
Sant Joan de Vilatorrada,Spain,0,1,0,10959,[],0,0,0,1,0,0
Rianxo,Spain,0,1,1,134985,[],0,0,1,0,0,0
Laredo,Spain,0,1,1,134985,[],0,0,1,0,0,0
Brunete,Spain,0,1,0,11014,[],0,0,0,1,0,0
Avintes,Portugal,0,1,1,302295,[],0,0,1,0,0,0
Reguengos de Monsaraz,Portugal,0,1,1,10828,[],0,1,0,1,0,0
Vouzela,Portugal,0,1,1,10564,[],0,0,0,1,0,0
Montalegre,Portugal,0,1,1,30050,[],0,0,0,1,0,0
Griñón,Spain,0,1,0,10087,[],0,0,0,1,0,0
Gelves,Spain,0,1,0,10388,[],0,0,0,1,0,0
Villacarrillo,Spain,0,1,0,10344,[],0,0,0,1,0,0
Garrucha,Spain,0,1,1,10336,[],0,0,0,1,0,0
Caspe,Spain,0,1,0,10336,[],0,0,0,1,0,0
Melres,Portugal,0,0,1,168027,[],0,0,1,0,0,0
Vila Franca do Campo,Portugal,0,1,1,134985,[],0,0,1,0,0,0
El Álamo,Spain,0,1,0,10322,[],0,0,0,1,0,0
Astorga,Spain,0,1,0,10321,"[""musée recèle un trésor de reliquaires sertis de pierreries et d'ostensoirs en argent"", 'musée du chocolat', 'musée des Chemins']",3,0,0,1,0,1
Peñarroya-Pueblonuevo,Spain,0,1,0,10317,[],0,0,0,1,0,0
Amurrio,Spain,0,1,0,134985,[],0,0,1,0,0,0
Alcaudete,Spain,0,1,0,10265,[],0,0,0,1,0,0
Oliveira de Frades,Portugal,0,1,0,10597,[],0,0,0,1,0,0
Ericeira,Portugal,0,1,1,6597,[],0,0,0,0,1,0
Alhendín,Spain,0,1,0,10216,[],0,0,0,1,0,0
Moimenta da Beira,Portugal,0,1,1,11053,[],0,0,0,1,0,0
Zumaia,Spain,0,1,1,134985,"['Musée Zuloaga', 'Musée Zuloaga et qui ont donné lieu à des différends familiaux', 'atelier du peintre', 'centre historique de Zumaia']",4,0,1,0,0,1
Madridejos,Spain,0,1,0,134985,[],0,0,1,0,0,0
Canteras,Spain,0,1,1,134985,[],0,0,1,0,0,0
Foz,Spain,0,1,1,134985,[],0,0,1,0,0,0
Calasparra,Spain,0,1,0,10161,[],0,0,0,1,0,0
Caudete,Spain,0,1,1,10146,[],0,0,0,1,0,0
Alella,Spain,0,1,1,10139,[],0,0,0,1,0,0
Sax,Spain,0,1,1,134985,[],0,0,1,0,0,0
Binéfar,Spain,0,1,0,10070,[],0,0,0,1,0,0
La Bañeza,Spain,0,1,0,10047,[],0,0,0,1,0,0
Mengibar,Spain,0,0,0,10041,[],0,0,0,1,0,0
Setúbal,Portugal,0,1,1,123496,[],0,0,1,0,0,0
Morayra,Spain,0,0,0,134985,[],0,0,1,0,0,0
Praia do Carvoeiro,Portugal,0,0,1,134985,[],0,0,1,0,0,0
Torrejón de la Calzada,Spain,0,1,1,10222,[],0,0,0,1,0,0
Consuegra,Spain,0,1,0,9805,[],0,0,0,0,1,0
Santa Clara,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Sidi Rahhal,Morocco,0,0,1,6352,[],0,0,0,0,1,0
Maceira,Portugal,0,1,1,134985,[],0,0,1,0,0,0
Matadepera,Spain,0,1,0,9899,[],0,0,0,0,1,0
